x,y,temperature
2.115999698638916,2.1952176094055176,20.1436824798584
2.1103579998016357,2.1088478565216064,20.13018035888672
3.555497407913208,2.3092565536499023,20.24486541748047
5.411838054656982,2.3878371715545654,20.45804786682129
7.29372501373291,2.3959763050079346,20.737953186035156
9.223275184631348,2.3873183727264404,21.032634735107422
11.163728713989258,2.4046788215637207,21.257993698120117
13.07861328125,2.4298195838928223,21.328401565551758
14.941620826721191,2.419362783432007,21.195173263549805
16.905683517456055,2.4100632667541504,20.92525863647461
18.875463485717773,2.3936262130737305,20.614219665527344
20.84929847717285,2.4190523624420166,20.353221893310547
22.02920150756836,2.4547369480133057,20.222902297973633
21.877849578857422,2.4446842670440674,20.23291778564453
22.1446475982666,3.1901090145111084,20.268945693969727
22.47561264038086,4.766946315765381,20.404922485351562
22.555421829223633,6.579555988311768,20.649696350097656
22.56063461303711,6.900251388549805,20.719594955444336
22.510507583618164,6.870684623718262,20.715072631835938
21.05554962158203,7.125858306884766,21.23805046081543
19.174306869506836,7.2467546463012695,22.255769729614258
17.181684494018555,7.29150390625,23.61261749267578
15.239044189453125,7.331368446350098,24.919279098510742
13.304734230041504,7.360976219177246,25.74782371520996
11.369316101074219,7.381178379058838,25.7857666015625
9.406383514404297,7.397034168243408,24.99165916442871
7.421542167663574,7.458322525024414,23.740251541137695
5.458919048309326,7.486118316650391,22.37465476989746
3.564999580383301,7.505495071411133,21.299972534179688
3.0469043254852295,7.499844074249268,21.00758171081543
3.1009395122528076,7.502935886383057,21.041967391967773
2.835045576095581,8.645633697509766,21.140342712402344
2.6035919189453125,10.35884952545166,21.28802490234375
2.539273262023926,11.832531929016113,21.37610626220703
2.539640188217163,11.883419036865234,21.382314682006836
2.7152035236358643,11.872180938720703,21.421916961669922
4.190457820892334,12.082639694213867,22.386795043945312
6.042993545532227,12.198918342590332,24.135189056396484
7.992716312408447,12.234885215759277,26.418766021728516
9.960031509399414,12.27525806427002,28.56500816345215
11.924165725708008,12.298446655273438,29.815114974975586
13.907220840454102,12.31994342803955,29.616518020629883
15.859228134155273,12.363398551940918,28.1171817779541
17.836244583129883,12.400339126586914,25.859058380126953
19.7853946685791,12.43370246887207,23.6401424407959
21.58335304260254,12.445610046386719,22.00690269470215
21.93590545654297,12.447412490844727,21.671228408813477
21.944766998291016,12.52596664428711,21.68867301940918
22.30156135559082,13.881114959716797,21.444942474365234
22.500032424926758,15.573074340820312,21.162982940673828
22.5239200592041,16.938142776489258,20.927867889404297
22.501087188720703,16.87708854675293,20.933332443237305
21.980201721191406,16.930936813354492,21.073511123657227
20.35527801513672,17.11225700378418,21.819459915161133
18.428346633911133,17.21190643310547,23.045766830444336
16.527240753173828,17.268774032592773,24.44477653503418
14.597061157226562,17.317672729492188,25.65762710571289
12.653313636779785,17.359655380249023,26.208520889282227
10.707903861999512,17.412416458129883,25.859634399414062
8.762386322021484,17.456647872924805,24.735595703125
6.841696262359619,17.475528717041016,23.33930015563965
4.904210567474365,17.493722915649414,22.023143768310547
3.2865068912506104,17.50439453125,21.156530380249023
3.0933899879455566,17.486276626586914,21.03528594970703
3.084902048110962,17.59160041809082,21.035654067993164
2.7547316551208496,19.018795013427734,20.677366256713867
2.553419589996338,20.84006118774414,20.373886108398438
2.5192859172821045,21.994550704956055,20.233354568481445
2.5340874195098877,21.866790771484375,20.241731643676758
3.0788066387176514,21.946086883544922,20.27425765991211
4.708645820617676,22.125988006591797,20.453956604003906
6.629221439361572,22.163965225219727,20.752456665039062
8.507250785827637,22.185293197631836,21.094091415405273
10.422818183898926,22.21676254272461,21.377033233642578
12.349080085754395,22.253414154052734,21.501813888549805
14.315573692321777,22.287059783935547,21.40925407409668
16.224430084228516,22.322769165039062,21.14372444152832
18.152748107910156,22.362548828125,20.795406341552734
20.12520408630371,22.412946701049805,20.46959114074707
21.772918701171875,22.461544036865234,20.26151466369629
21.88761329650879,22.47915267944336,20.237895965576172
21.85920524597168,22.484066009521484,20.241188049316406
21.172544479370117,21.58102798461914,20.402841567993164
20.005414962768555,20.242477416992188,20.90752410888672
18.63265037536621,18.845129013061523,21.984928131103516
17.252628326416016,17.458513259887695,23.711275100708008
15.897978782653809,16.104461669921875,25.88563346862793
14.538039207458496,14.726579666137695,28.108083724975586
13.200796127319336,13.346963882446289,29.59563446044922
11.826237678527832,11.97966480255127,29.884124755859375
10.477727890014648,10.612107276916504,28.663555145263672
9.087540626525879,9.203847885131836,26.57383918762207
7.7211995124816895,7.807042121887207,24.25080108642578
6.323318958282471,6.4005126953125,22.3531494140625
4.923504829406738,5.011589050292969,21.123830795288086
3.5776994228363037,3.653749942779541,20.47150993347168
2.192575454711914,2.283045768737793,20.166837692260742
0.8521427512168884,0.9085410237312317,20.050188064575195
