x,y,temperature
2.0872387886047363,2.223280906677246,21.119300842285156
2.1838972568511963,2.1980748176574707,21.125722885131836
3.601086139678955,2.3984806537628174,21.474811553955078
5.408795356750488,2.508829355239868,21.614253997802734
7.244418621063232,2.5152974128723145,21.289487838745117
9.089820861816406,2.5183210372924805,20.752851486206055
10.833574295043945,2.5336880683898926,20.3470401763916
12.643189430236816,2.5413968563079834,20.12183952331543
14.517192840576172,2.5411603450775146,20.029125213623047
16.36055564880371,2.5399222373962402,20.005216598510742
18.158491134643555,2.5052433013916016,20.000673294067383
19.911972045898438,2.4766948223114014,20.00007438659668
21.577077865600586,2.4707791805267334,20.00000762939453
21.916744232177734,2.482461929321289,20.000003814697266
21.870582580566406,2.473618507385254,20.000003814697266
22.192596435546875,3.6038858890533447,20.00001335144043
22.41295623779297,5.087745189666748,20.000076293945312
22.491989135742188,6.684619903564453,20.000560760498047
22.50736427307129,6.891916751861572,20.00066566467285
22.467952728271484,6.86057710647583,20.00067138671875
21.14069366455078,7.082225322723389,20.00385856628418
19.483808517456055,7.201239109039307,20.027427673339844
17.502246856689453,7.250877380371094,20.163227081298828
15.740997314453125,7.282546520233154,20.596458435058594
13.85828685760498,7.328423023223877,21.713172912597656
11.895198822021484,7.359925746917725,23.726337432861328
10.127606391906738,7.398711204528809,25.544414520263672
8.315879821777344,7.438601970672607,26.162097930908203
6.510896682739258,7.485269069671631,25.13062858581543
4.647606372833252,7.498506546020508,23.127756118774414
3.1948540210723877,7.500307559967041,21.6959171295166
3.0923643112182617,7.488523483276367,21.596834182739258
3.044630765914917,7.569007396697998,21.535306930541992
2.7064101696014404,8.84268856048584,20.919069290161133
2.5052974224090576,10.523262977600098,20.409048080444336
2.4860360622406006,11.85979175567627,20.18622589111328
2.4928808212280273,11.884037971496582,20.181421279907227
2.6849114894866943,11.937274932861328,20.198373794555664
4.174285888671875,12.174738883972168,20.53533172607422
5.892913818359375,12.290926933288574,21.556943893432617
7.717762470245361,12.318341255187988,23.77666473388672
9.537416458129883,12.357757568359375,26.785282135009766
11.399038314819336,12.385244369506836,29.33464813232422
13.284307479858398,12.41856575012207,29.514053344726562
15.087663650512695,12.433133125305176,27.330148696899414
16.81757354736328,12.429972648620605,24.294404983520508
18.602378845214844,12.448604583740234,21.924251556396484
20.5632381439209,12.461727142333984,20.584224700927734
21.92694091796875,12.472641944885254,20.194652557373047
21.903913497924805,12.45522403717041,20.19338035583496
22.002683639526367,12.872447967529297,20.218769073486328
22.299232482910156,14.388944625854492,20.429969787597656
22.45246124267578,16.298171997070312,20.863967895507812
22.48366355895996,17.011253356933594,21.066635131835938
22.474634170532227,16.875520706176758,21.031213760375977
21.853593826293945,16.969636917114258,21.45860481262207
20.34438705444336,17.116405487060547,22.961421966552734
18.393667221069336,17.169416427612305,25.234033584594727
16.562149047851562,17.237993240356445,26.502779006958008
14.734480857849121,17.28639030456543,25.99135971069336
12.79992389678955,17.321765899658203,23.956279754638672
11.047657012939453,17.355924606323242,21.98390007019043
9.227005958557129,17.404266357421875,20.753314971923828
7.479825496673584,17.436748504638672,20.218027114868164
5.536248683929443,17.476238250732422,20.040712356567383
3.684213876724243,17.504972457885742,20.005701065063477
2.989372730255127,17.509357452392578,20.00225830078125
3.0249111652374268,17.521236419677734,20.00238037109375
2.802821636199951,18.186389923095703,20.000877380371094
2.5509707927703857,19.625879287719727,20.000131607055664
2.498109817504883,21.38589096069336,20.000009536743164
2.509963274002075,21.96735954284668,20.000003814697266
2.494131326675415,21.8665771484375,20.000003814697266
3.2949836254119873,22.0112361907959,20.000009536743164
4.892348289489746,22.183317184448242,20.000072479248047
6.695405006408691,22.23390769958496,20.000720977783203
8.505982398986816,22.28508949279785,20.005144119262695
10.417828559875488,22.312488555908203,20.02922248840332
12.331648826599121,22.35487174987793,20.12257957458496
14.227713584899902,22.39090919494629,20.365646362304688
16.05687141418457,22.422056198120117,20.809415817260742
17.972198486328125,22.438770294189453,21.354652404785156
19.854421615600586,22.471742630004883,21.643264770507812
21.593610763549805,22.493507385253906,21.49501609802246
21.948299407958984,22.488271713256836,21.42913818359375
21.89975929260254,22.487380981445312,21.43913459777832
21.607467651367188,22.067602157592773,21.647798538208008
20.67520523071289,20.89372444152832,22.425376892089844
19.42148780822754,19.548824310302734,23.606884002685547
18.153587341308594,18.26371955871582,25.036226272583008
16.865198135375977,16.963951110839844,26.655746459960938
15.54328441619873,15.598164558410645,28.05568504333496
14.181676864624023,14.243725776672363,29.258392333984375
12.83920669555664,12.909135818481445,29.891094207763672
11.564126968383789,11.628213882446289,29.638029098510742
10.263381958007812,10.317244529724121,28.897640228271484
9.020991325378418,9.041799545288086,27.80679702758789
7.69962215423584,7.704551696777344,26.20145606994629
6.336234092712402,6.337953567504883,24.551424026489258
5.025967597961426,5.022861480712891,23.19893455505371
3.652053117752075,3.6650054454803467,22.02192497253418
2.3855397701263428,2.4021308422088623,21.234840393066406
1.0325042009353638,1.0300352573394775,20.69120216369629
